1	2.4251 	2.0241 	1	2	1	66	86	10
2	1.2608 	5.4896 	5	2	1	216	236	10
3	8.0549 	6.3534 	1	1	1	68	88	10
4	2.5235 	3.9513 	1	2	1	161	181	10
5	4.6858 	8.8531 	2	1	1	135	155	10
6	2.2512 	7.8442 	2	3	1	68	88	10
7	6.1581 	4.0102 	5	3	1	97	117	10
8	2.5274 	4.4260 	2	2	1	252	272	10
9	4.8562 	1.9649 	1	3	1	176	196	10
10	5.7161 	2.8095 	4	3	1	101	121	10
11	4.0770 	5.6639 	2	1	1	140	160	10
12	3.0144 	3.3235 	3	2	1	81	101	10
13	5.9367 	3.1222 	1	3	1	107	127	10
14	6.8420 	3.7510 	4	3	1	210	230	10
15	5.6726 	1.8622 	2	3	1	210	230	10
16	7.5421 	3.0858 	2	3	1	183	203	10
17	5.7549 	1.1801 	3	3	1	161	181	10
18	4.4021 	3.5018 	2	3	1	247	267	10
19	2.2919 	2.4301 	2	2	1	55	75	10
20	4.3831 	1.7538 	2	3	1	107	127	10
21	5.7882 	4.7674 	2	3	1	99	119	10
22	6.5676 	6.5991 	1	1	1	240	260	10
23	6.1082 	1.2688 	3	3	1	20	40	10
24	1.5504 	3.5568 	3	2	1	177	197	10
25	5.2469 	6.2356 	1	1	1	80	100	10
26	4.2610 	7.5598 	2	1	1	38	58	10
27	5.2507 	3.6012 	1	3	1	139	159	10
28	1.8450 	5.8877 	5	2	1	194	214	10
29	7.2304 	4.3876 	1	3	1	170	190	10
30	1.7266 	3.1318 	3	2	1	69	89	10
31	2.2293 	3.2480 	4	2	1	79	99	10
32	4.5207 	5.2171 	5	1	1	222	242	10
33	4.6594 	8.0030 	2	1	1	195	215	10
34	5.1444 	8.5490 	3	1	1	239	259	10
35	6.1017 	8.6616 	4	1	1	135	155	10
36	2.9257 	6.4090 	3	2	1	182	202	10
37	3.3125 	6.3745 	4	2	1	257	277	10
38	6.5611 	1.5439 	3	3	1	245	265	10
39	3.0383 	2.7923 	2	2	1	187	207	10
40	6.3427 	7.7551 	1	1	1	119	139	10
41	3.7557 	7.2442 	3	1	1	187	207	10
42	5.8174 	4.0942 	2	3	1	245	265	10
43	4.6996 	4.3948 	1	3	1	101	121	10
44	4.6873 	7.1613 	3	1	1	56	76	10
45	3.5798 	7.2779 	2	1	1	146	166	10
46	4.7709 	1.2861 	2	3	1	37	57	10
47	2.4070 	6.7741 	4	2	1	73	93	10
48	4.7879 	2.2218 	1	3	1	159	179	10
49	3.7290 	5.8591 	5	1	1	22	42	10
50	2.5340 	6.9074 	5	2	1	63	83	10
51	2.9428 	8.3394 	1	2	1	172	192	10
52	3.1525 	7.1240 	3	1	1	253	273	10
53	2.5093 	3.3000 	4	2	1	86	106	10
54	1.7289 	5.6097 	5	2	1	181	201	10
55	6.4669 	5.3727 	1	1	1	128	148	10
56	4.4058 	6.1555 	2	1	1	149	169	10
57	6.1809 	6.4321 	1	1	1	190	210	10
58	6.0863 	8.5614 	5	1	1	55	75	10
59	2.6715 	6.6743 	4	2	1	44	64	10
60	2.8898 	1.9552 	2	2	1	224	244	10
61	5.8584 	4.6011 	4	4	1	170	190	10
62	4.6698 	6.2956 	5	5	1	45	65	10
63	7.1623 	3.8017 	1	4	1	195	215	10
64	6.2961 	4.3293 	5	4	1	255	275	10
65	7.7354 	7.6633 	5	4	1	143	163	10
66	3.0515 	5.9077 	5	5	1	247	267	10
67	5.6580 	5.3259 	4	4	1	191	211	10
68	7.9595 	3.1182 	1	4	1	98	118	10
69	3.5446 	1.9537 	3	5	1	202	222	10
70	8.5186 	6.1644 	4	4	1	187	207	10
71	4.8357 	6.1145 	1	5	1	23	43	10
72	5.3577 	6.1785 	4	5	1	168	188	10
73	5.3511 	6.7684 	3	5	1	165	185	10
74	5.1800 	8.9496 	4	5	1	162	182	10
75	2.7494 	1.8464 	2	5	1	235	255	10
76	4.2366 	4.5870 	2	5	1	193	213	10
77	3.9265 	7.1080 	5	5	1	128	148	10
78	6.0232 	7.1758 	3	4	1	252	272	10
79	2.5362 	2.1110 	3	5	1	226	246	10
80	6.5701 	1.7506 	2	4	1	112	132	10
81	5.2032 	5.2428 	2	4	1	155	175	10
82	7.8891 	4.8788 	4	4	1	205	225	10
83	4.1477 	6.3714 	5	5	1	215	235	10
84	6.9301 	5.1604 	2	4	1	202	222	10
85	3.7817 	2.2000 	1	5	1	201	221	10
86	5.6887 	3.0972 	2	4	1	109	129	10
87	2.9423 	4.5392 	1	5	1	200	220	10
88	6.5024 	3.8738 	3	4	1	137	157	10
89	6.8907 	4.1577 	4	4	1	20	40	10
90	6.4673 	6.6324 	1	4	1	162	182	10
91	4.5384 	1.1566 	5	5	1	249	269	10
92	3.6469 	4.3945 	2	5	1	204	224	10
93	3.1622 	2.5764 	1	5	1	232	252	10
94	7.5738 	4.4394 	4	4	1	98	118	10
95	8.1022 	4.1295 	3	4	1	80	100	10
96	7.1529 	4.1743 	2	4	1	230	250	10
97	7.4681 	7.0406 	1	4	1	29	49	10
98	4.0192 	2.7282 	2	5	1	76	96	10
99	3.6205 	6.3701 	2	5	1	212	232	10
100	4.5092 	7.6680 	5	5	1	36	56	10
101	7.1508 	2.3380 	1	7	1	182	202	10
102	5.1154 	8.0742 	4	6	1	149	169	10
103	5.7042 	2.2380 	3	7	1	98	118	10
104	2.5989 	4.2556 	1	6	1	115	135	10
105	6.9896 	7.6047 	2	6	1	177	197	10
106	7.3197 	3.5482 	4	7	1	83	103	10
107	5.2725 	1.7196 	1	7	1	91	111	10
108	6.4292 	4.9614 	2	7	1	75	95	10
109	2.5177 	4.9600 	2	6	1	228	248	10
110	7.8057 	5.4845 	3	7	1	58	78	10
111	8.4369 	6.5733 	5	7	1	190	210	10
112	5.6623 	7.5232 	3	6	1	110	130	10
113	5.2214 	4.8362 	2	7	1	41	61	10
114	7.4108 	2.8227 	1	7	1	31	51	10
115	4.9848 	8.2068 	2	6	1	218	238	10
116	5.5973 	7.7614 	2	6	1	27	47	10
117	6.9091 	5.6879 	4	7	1	96	116	10
118	2.9739 	6.3313 	3	6	1	67	87	10
119	1.6679 	6.0077 	1	6	1	192	212	10
120	6.2876 	6.8380 	4	6	1	39	59	10
121	7.1522 	5.6516 	1	7	1	103	123	10
122	8.4265 	5.6407 	2	7	1	244	264	10
123	7.9017 	4.8744 	2	7	1	173	193	10
124	7.7588 	2.6752 	4	7	1	108	128	10
125	5.4183 	6.0391 	4	7	1	183	203	10
126	1.2559 	5.9177 	4	6	1	170	190	10
127	3.8993 	1.3963 	4	6	1	72	92	10
128	4.9166 	2.5401 	4	7	1	218	238	10
129	1.9847 	2.6440 	2	6	1	109	129	10
130	2.1721 	2.5126 	3	6	1	67	87	10
131	1.3412 	6.0816 	5	6	1	21	41	10
132	3.2549 	5.3088 	5	6	1	225	245	10
133	6.5613 	4.9929 	5	7	1	253	273	10
134	5.2864 	4.5615 	5	7	1	253	273	10
135	1.9915 	4.9229 	3	6	1	51	71	10
136	3.1624 	2.6677 	3	6	1	71	91	10
137	5.5198 	6.1225 	4	6	1	234	254	10
138	4.3362 	2.6478 	4	7	1	164	184	10
139	2.3317 	5.9677 	4	6	1	98	118	10
140	5.5897 	1.4166 	4	7	1	40	60	10
141	6.1229 	7.8204 	0	1	1	0	1000	10
142	2.5940 	2.6087 	0	2	1	0	1000	10
143	5.2211 	1.8365 	0	3	1	0	1000	10
144	8.7119 	6.3783 	0	4	1	0	1000	10
145	2.7609 	8.2346 	0	5	1	0	1000	10
146	1.2813 	5.5399 	0	6	1	0	1000	10
147	7.5348 	3.3366 	0	7	1	0	1000	10
