1	4.3523 	6.4379 	3	3	1	207	227	10
2	4.3619 	3.5525 	4	2	1	154	174	10
3	5.0312 	6.4266 	2	3	1	127	147	10
4	4.5373 	5.7828 	4	3	1	82	102	10
5	5.5116 	4.8016 	4	2	1	83	103	10
6	4.8945 	6.7988 	1	3	1	75	95	10
7	3.3340 	4.1193 	1	1	1	198	218	10
8	4.6820 	5.5254 	3	3	1	251	271	10
9	7.2658 	4.8146 	1	2	1	103	123	10
10	4.6245 	6.4771 	4	3	1	99	119	10
11	4.8075 	7.1650 	1	3	1	68	88	10
12	4.7991 	4.9886 	5	2	1	208	228	10
13	4.9246 	3.3768 	2	2	1	104	124	10
14	7.3303 	3.3990 	5	2	1	75	95	10
15	7.1696 	6.2704 	5	1	1	141	161	10
16	2.1175 	4.1512 	1	1	1	258	278	10
17	8.1713 	4.8578 	4	1	1	65	85	10
18	2.8488 	5.2195 	2	1	1	238	258	10
19	6.7999 	5.8593 	4	1	1	241	261	10
20	5.7069 	4.4675 	3	2	1	183	203	10
21	4.5194 	6.9186 	1	3	1	85	105	10
22	4.5960 	4.7607 	5	2	1	40	60	10
23	3.6272 	4.3041 	2	1	1	189	209	10
24	4.2562 	6.5780 	5	3	1	174	194	10
25	3.9881 	4.2427 	4	1	1	122	142	10
26	4.6355 	5.8320 	1	3	1	22	42	10
27	3.3326 	4.8470 	5	1	1	181	201	10
28	6.2003 	3.2871 	2	2	1	172	192	10
29	6.0794 	5.3438 	2	2	1	190	210	10
30	7.1041 	5.3514 	5	2	1	181	201	10
31	7.4106 	4.5171 	3	2	1	55	75	10
32	4.1488 	4.9339 	1	1	1	53	73	10
33	3.5358 	7.5750 	1	3	1	83	103	10
34	4.8005 	3.5240 	3	2	1	183	203	10
35	4.5873 	6.2152 	3	3	1	194	214	10
36	4.2186 	2.4547 	2	2	1	72	92	10
37	7.8500 	5.6736 	5	1	1	239	259	10
38	3.9886 	2.7736 	3	2	1	45	65	10
39	2.7520 	5.1779 	3	1	1	227	247	10
40	4.4674 	6.9304 	1	3	1	95	115	10
41	3.9767 	4.7158 	3	1	1	244	264	10
42	6.2597 	3.5620 	2	2	1	99	119	10
43	4.4102 	5.3737 	1	3	1	230	250	10
44	5.3407 	5.6707 	5	3	1	76	96	10
45	5.5921 	4.7335 	3	2	1	198	218	10
46	3.5590 	6.0077 	2	3	1	142	162	10
47	3.9671 	5.6018 	2	3	1	221	241	10
48	7.0124 	7.0143 	3	1	1	217	237	10
49	2.2991 	5.2753 	5	1	1	143	163	10
50	7.6590 	3.9288 	4	2	1	144	164	10
51	6.8388 	5.6084 	3	1	1	95	115	10
52	6.7377 	6.7951 	4	1	1	192	212	10
53	2.2974 	3.6992 	2	1	1	32	52	10
54	5.9207 	4.9379 	4	2	1	93	113	10
55	5.4070 	3.7938 	2	2	1	243	263	10
56	3.0489 	8.0925 	2	3	1	83	103	10
57	4.5744 	7.5279 	5	3	1	238	258	10
58	8.1995 	5.1928 	4	1	1	198	218	10
59	1.9616 	2.4224 	2	1	1	135	155	10
60	6.6489 	7.6509 	2	3	1	244	264	10
61	6.8284 	4.3715 	3	5	1	216	236	10
62	5.5530 	4.3720 	1	5	1	154	174	10
63	3.8659 	6.1448 	5	4	1	187	207	10
64	5.8924 	4.1154 	5	5	1	211	231	10
65	5.3297 	4.6840 	2	5	1	221	241	10
66	4.9646 	4.1131 	1	5	1	230	250	10
67	4.3590 	4.1494 	1	5	1	246	266	10
68	3.0254 	4.3956 	2	5	1	134	154	10
69	6.1859 	3.2221 	5	5	1	82	102	10
70	5.9980 	4.6584 	4	5	1	129	149	10
71	4.5998 	3.0514 	2	5	1	85	105	10
72	3.1592 	5.6985 	5	4	1	34	54	10
73	3.6141 	5.3581 	4	4	1	94	114	10
74	7.6687 	6.2868 	3	4	1	178	198	10
75	6.0753 	7.7563 	3	4	1	107	127	10
76	7.2027 	5.8618 	4	4	1	126	146	10
77	7.1777 	4.8028 	2	5	1	256	276	10
78	6.4472 	4.3355 	3	5	1	47	67	10
79	4.0412 	2.7062 	1	5	1	103	123	10
80	4.0635 	1.2373 	3	5	1	224	244	10
81	5.4118 	4.0612 	4	5	1	211	231	10
82	4.8310 	5.8888 	5	4	1	186	206	10
