1	6.4121 	5.4882 	3	3	1	153	173	10
2	4.4038 	5.0530 	3	2	1	65	85	10
3	4.6072 	3.3039 	2	1	1	150	170	10
4	3.4395 	2.7399 	2	1	1	258	278	10
5	3.1034 	3.4397 	4	1	1	107	127	10
6	4.5036 	2.2979 	3	1	1	222	242	10
7	4.9452 	4.9355 	3	1	1	196	216	10
8	4.0263 	7.4003 	1	2	1	256	276	10
9	3.9540 	1.8896 	2	1	1	119	139	10
10	7.2420 	4.1179 	5	3	1	167	187	10
11	2.9335 	4.2313 	1	2	1	32	52	10
12	5.6017 	1.4782 	1	1	1	84	104	10
13	2.8782 	3.8253 	1	2	1	129	149	10
14	6.1929 	6.8538 	3	2	1	38	58	10
15	6.1820 	4.6074 	3	3	1	66	86	10
16	5.3761 	3.3706 	5	1	1	260	280	10
17	6.9575 	2.5116 	2	3	1	102	122	10
18	6.4942 	2.4681 	5	3	1	182	202	10
19	3.9479 	6.0049 	1	2	1	247	267	10
20	4.8943 	4.4869 	1	1	1	200	220	10
21	4.7871 	4.2254 	2	1	1	236	256	10
22	5.0340 	5.0431 	1	2	1	82	102	10
23	6.2705 	6.1793 	3	2	1	170	190	10
24	5.8659 	4.2717 	1	3	1	31	51	10
25	6.8695 	5.1970 	1	3	1	246	266	10
26	4.1044 	7.6340 	4	2	1	45	65	10
27	7.2557 	5.3009 	5	3	1	189	209	10
28	5.7349 	5.5223 	4	3	1	258	278	10
29	2.6619 	3.4100 	3	3	1	105	125	10
30	4.7674 	2.8439 	5	1	1	158	178	10
31	7.7545 	2.5581 	5	3	1	53	73	10
32	2.8074 	2.3657 	4	2	1	75	95	10
33	2.8213 	4.4856 	1	3	1	88	108	10
34	3.4888 	8.3870 	4	2	1	89	109	10
35	4.4417 	2.4785 	1	1	1	184	204	10
36	4.5110 	1.8890 	2	1	1	210	230	10
37	3.0645 	4.2698 	4	3	1	214	234	10
38	5.7592 	3.0977 	5	1	1	168	188	10
39	5.8227 	6.6897 	1	2	1	157	177	10
40	2.7740 	1.9393 	5	2	1	241	261	10
41	5.4707 	6.4378 	5	2	1	25	45	10
42	6.2220 	5.3069 	5	3	1	207	227	10
43	3.7317 	3.9597 	5	1	1	229	249	10
44	4.9394 	3.0076 	1	1	1	221	241	10
45	5.0028 	4.8265 	1	1	1	96	116	10
46	2.3577 	6.0918 	4	2	1	258	278	10
47	5.1299 	2.5804 	2	1	1	84	104	10
48	6.9089 	6.9053 	5	2	1	42	62	10
49	6.7795 	2.1989 	3	3	1	190	210	10
50	6.2768 	5.1488 	1	3	1	178	198	10
51	8.7838 	6.1919 	3	3	1	54	74	10
52	7.4026 	4.6304 	4	3	1	145	165	10
53	4.4591 	7.6025 	3	2	1	140	160	10
54	2.3871 	4.1275 	5	2	1	242	262	10
55	7.6510 	7.4269 	1	2	1	165	185	10
56	1.4838 	4.1941 	3	3	1	88	108	10
57	5.2150 	4.3344 	1	1	1	196	216	10
58	6.2549 	6.0238 	3	2	1	57	77	10
59	3.3359 	4.4532 	4	3	1	128	148	10
60	3.9793 	2.5849 	2	1	1	244	264	10
61	4.1867 	4.2751 	4	4	1	73	93	10
62	4.6967 	5.0314 	3	4	1	97	117	10
63	3.3421 	4.0499 	3	4	1	81	101	10
64	7.5731 	6.3820 	4	5	1	120	140	10
65	4.9317 	5.4712 	1	5	1	113	133	10
66	3.4237 	4.7531 	5	4	1	251	271	10
67	7.7785 	5.2808 	4	5	1	43	63	10
68	5.1268 	3.3896 	5	4	1	236	256	10
69	4.9112 	5.9925 	4	5	1	97	117	10
70	6.4331 	4.1641 	5	5	1	258	278	10
71	1.7897 	3.0950 	5	4	1	260	280	10
72	3.6829 	6.4378 	2	5	1	34	54	10
73	2.0924 	6.7698 	2	4	1	250	270	10
74	1.8541 	6.2301 	5	4	1	239	259	10
75	4.9534 	7.2324 	3	5	1	99	119	10
76	6.7203 	8.2298 	4	5	1	211	231	10
77	8.1274 	3.6733 	5	5	1	113	133	10
78	6.5900 	2.5825 	4	5	1	114	134	10
