1	6.4121 	5.4882 	2	1	1	225	245	10
2	4.4038 	5.0530 	4	2	1	229	249	10
3	4.6072 	3.3039 	4	3	1	75	95	10
4	3.4395 	2.7399 	4	3	1	153	173	10
5	3.1034 	3.4397 	5	2	1	63	83	10
6	4.5036 	2.2979 	5	3	1	44	64	10
7	4.9452 	4.9355 	3	2	1	207	227	10
8	4.0263 	7.4003 	5	2	1	156	176	10
9	3.9540 	1.8896 	5	3	1	133	153	10
10	7.2420 	4.1179 	4	1	1	58	78	10
11	2.9335 	4.2313 	1	2	1	94	114	10
12	5.6017 	1.4782 	3	3	1	43	63	10
13	2.8782 	3.8253 	1	2	1	6	26	10
14	6.1929 	6.8538 	3	1	1	128	148	10
15	6.1820 	4.6074 	4	1	1	88	108	10
16	5.3761 	3.3706 	1	3	1	75	95	10
17	6.9575 	2.5116 	5	3	1	205	225	10
18	6.4942 	2.4681 	3	3	1	88	108	10
19	3.9479 	6.0049 	3	2	1	236	256	10
20	4.8943 	4.4869 	1	2	1	172	192	10
21	4.7871 	4.2254 	1	3	1	48	68	10
22	5.0340 	5.0431 	4	1	1	40	60	10
23	6.2705 	6.1793 	5	1	1	68	88	10
24	5.8659 	4.2717 	2	1	1	30	50	10
25	6.8695 	5.1970 	4	1	1	184	204	10
26	4.1044 	7.6340 	4	2	1	111	131	10
27	7.2557 	5.3009 	1	1	1	177	197	10
28	5.7349 	5.5223 	4	1	1	63	83	10
29	2.6619 	3.4100 	3	2	1	45	65	10
30	4.7674 	2.8439 	1	3	1	143	163	10
31	7.7545 	2.5581 	2	3	1	155	175	10
32	2.8074 	2.3657 	2	3	1	159	179	10
33	2.8213 	4.4856 	5	2	1	82	102	10
34	3.4888 	8.3870 	1	2	1	81	101	10
35	4.4417 	2.4785 	1	3	1	122	142	10
36	4.5110 	1.8890 	2	3	1	204	224	10
37	3.0645 	4.2698 	5	2	1	129	149	10
38	5.7592 	3.0977 	5	3	1	222	242	10
39	5.8227 	6.6897 	4	1	1	194	214	10
40	2.7740 	1.9393 	1	3	1	189	209	10
